#type Date UTC      F_10_7       F81      KP
#type=R - Real Data;  type=F - Forec
R 2014/03/29    143.000    156.296      2.000
R 2014/03/30    148.000    155.716      3.000
R 2014/03/31    148.000    155.272      2.000
R 2014/04/01    153.000    155.000      4.000
R 2014/04/02    155.000    154.864      5.000
R 2014/04/03    153.000    154.840      4.000
R 2014/04/04    157.000    155.012      2.000
R 2014/04/05    142.000    155.074      2.000
R 2014/04/06    141.000    155.259      3.000
R 2014/04/07    140.000    155.494      2.000
R 2014/04/08    132.000    155.531      2.000
R 2014/04/09    131.000    155.543      3.000
R 2014/04/10    137.000    155.654      3.000
R 2014/04/11    138.000    155.667      2.000
R 2014/04/12    136.000    155.543      2.000
R 2014/04/13    137.000    155.469      2.000
R 2014/04/14    150.000    155.642      3.000
R 2014/04/15    162.000    155.963      3.000
R 2014/04/16    184.000    156.593      2.000
R 2014/04/17    179.000    157.099      2.000
R 2014/04/18    172.000    157.444      2.000
R 2014/04/19    169.000    157.593      2.000
R 2014/04/20    163.000    157.679      2.000
R 2014/04/21    159.000    157.654      5.000
R 2014/04/22    145.000    157.395      4.000
R 2014/04/23    136.000    156.889      3.000
R 2014/04/24    130.000    156.148      3.000
R 2014/04/25    125.000    155.370      3.000
R 2014/04/26    121.000    154.543      2.000
R 2014/04/27    118.000    153.605      2.000
R 2014/04/28    121.000    152.741      2.000
R 2014/04/29    120.000    152.025      3.000
R 2014/04/30    124.000    151.432      3.000
R 2014/05/01    126.000    150.901      2.000
R 2014/05/02    135.000    150.580      2.000
R 2014/05/03    133.000    150.099      2.000
R 2014/05/04    132.000    149.753      2.000
R 2014/05/05    139.000    149.407      3.000
R 2014/05/06    139.000    149.062      3.000
R 2014/05/07    146.000    148.864      4.000
R 2014/05/08    148.000    148.790      3.000
R 2014/05/09    152.000    148.790      3.000
R 2014/05/10    152.000    148.802      4.000
R 2014/05/11    164.000    148.877      3.000
R 2014/05/12    163.000    148.963      3.000
R 2014/05/13    159.000    148.988      2.000
R 2014/05/14    163.000    148.988      4.000
R 2014/05/15    152.000    148.741      3.000
R 2014/05/16    139.000    148.346      2.000
R 2014/05/17    134.000    147.852      2.000
R 2014/05/18    128.000    147.235      2.000
R 2014/05/19    117.000    146.506      2.000
R 2014/05/20    117.000    145.840      2.000
R 2014/05/21    114.000    145.210      3.000
R 2014/05/22    111.000    144.593      3.000
R 2014/05/23    116.000    144.037      2.000
R 2014/05/24    118.000    143.543      2.000
R 2014/05/25    113.000    143.099      3.000
R 2014/05/26    108.000    142.593      2.000
R 2014/05/27    106.000    142.074      2.000
R 2014/05/28     99.000    141.543      2.000
R 2014/05/29    103.000    141.012      2.000
R 2014/05/30    102.000    140.395      2.000
R 2014/05/31    104.000    139.642      2.000
R 2014/06/01    103.000    139.086      2.000
R 2014/06/02    105.000    138.556      2.000
R 2014/06/03    107.000    138.099      3.000
R 2014/06/04    105.000    137.679      3.000
R 2014/06/05    111.000    137.370      2.000
R 2014/06/06    133.000    137.333      3.000
R 2014/06/07    137.000    137.321      4.000
R 2014/06/08    149.000    137.321      3.000
R 2014/06/09    161.000    137.444      4.000
R 2014/06/10    166.000    137.605      2.000
R 2014/06/11    168.000    137.765      2.000
R 2014/06/12    175.000    137.988      2.000
R 2014/06/13    153.000    137.914      3.000
R 2014/06/14    144.000    137.802      2.000
R 2014/06/15    130.000    137.519      2.000
R 2014/06/16    117.000    137.173      3.000
R 2014/06/17    114.000    136.778      3.000
R 2014/06/18    111.000    136.383      3.000
R 2014/06/19    111.000    135.926      2.000
R 2014/06/20    102.000    135.358      2.000
R 2014/06/21    101.000    134.716      2.000
R 2014/06/22     94.000    133.963      2.000
R 2014/06/23     93.000    133.222      5.000
R 2014/06/24     94.000    132.444      4.000
R 2014/06/25     97.000    131.889      4.000
R 2014/06/26    100.000    131.383      4.000
R 2014/06/27    104.000    130.938      2.000
R 2014/06/28    115.000    130.728      2.000
R 2014/06/29    126.000    130.667      2.000
R 2014/06/30    126.000    130.531      2.000
R 2014/07/01    152.000    130.704      2.000
R 2014/07/02    169.000    131.111      3.000
R 2014/07/03    178.000    131.617      3.000
R 2014/07/04    188.000    132.086      2.000
R 2014/07/05    193.000    132.469      2.000
R 2014/07/06    201.000    132.679      2.000
R 2014/07/07    198.000    132.914      2.000
R 2014/07/08    201.000    133.272      2.000
R 2014/07/09    198.000    133.630      3.000
R 2014/07/10    177.000    133.802      3.000
R 2014/07/11    166.000    133.889      3.000
R 2014/07/12    145.000    133.889      3.000
R 2014/07/13    127.000    133.778      3.000
R 2014/07/14    109.000    133.519      3.000
R 2014/07/15    101.000    133.222      4.000
R 2014/07/16     92.000    132.864      3.000
R 2014/07/17     89.000    132.506      2.000
R 2014/07/18     89.000    132.111      2.000
R 2014/07/19     86.000    131.691      2.000
R 2014/07/20     87.000    131.235      2.000
R 2014/07/21     90.000    130.790      3.000
R 2014/07/22     93.000    130.272      3.000
R 2014/07/23     99.000    129.852      2.000
R 2014/07/24    104.000    129.506      2.000
R 2014/07/25    107.000    129.111      3.000
R 2014/07/26    117.000    128.840      3.000
R 2014/07/27    121.000    128.531      2.000
R 2014/07/28    132.000    128.333      4.000
R 2014/07/29    142.000    128.210      3.000
R 2014/07/30    152.000    128.210      2.000
R 2014/07/31    156.000    128.111      2.000
R 2014/08/01    168.000    128.173      2.000
R 2014/08/02    156.000    128.136      2.000
R 2014/08/03    152.000    128.000      2.000
R 2014/08/04    139.000    127.840      4.000
R 2014/08/05    139.000    127.840      3.000
R 2014/08/06    137.000    127.877      2.000
R 2014/08/07    136.000    127.975      3.000
R 2014/08/08    123.000    128.049      3.000
R 2014/08/09    113.000    128.000      2.000
R 2014/08/10    108.000    127.926      2.000
R 2014/08/11    105.000    127.852      3.000
R 2014/08/12    104.000    127.704      2.000
R 2014/08/13    103.000    127.519      3.000
R 2014/08/14    103.000    127.395      2.000
R 2014/08/15    113.000    127.457      2.000
R 2014/08/16    112.000    127.531      2.000
R 2014/08/17    115.000    127.728      2.000
R 2014/08/18    111.000    127.827      2.000
R 2014/08/19    111.000    127.938      4.000
R 2014/08/20    118.000    128.111      4.000
R 2014/08/21    128.000    128.420      3.000
R 2014/08/22    126.000    128.679      3.000
R 2014/08/23    132.000    128.988      2.000
R 2014/08/24    141.000    129.432      2.000
R 2014/08/25    135.000    129.728      2.000
R 2014/08/26    128.000    129.667      4.000
R 2014/08/27    123.000    129.494      4.000
R 2014/08/28    119.000    129.123      4.000
R 2014/08/29    120.000    128.617      4.000
R 2014/08/30    123.000    128.086      3.000
R 2014/08/31    125.000    127.556      4.000
R 2014/09/01    127.000    126.963      4.000
R 2014/09/02    136.000    126.753      3.000
R 2014/09/03    138.000    126.679      3.000
R 2014/09/04    146.000    126.877      4.000
R 2014/09/05    144.000    127.210      3.000
R 2014/09/06    157.000    127.741      4.000
R 2014/09/07    151.000    128.235      3.000
R 2014/09/08    164.000    128.889      3.000
R 2014/09/09    159.000    129.593      2.000
R 2014/09/10    160.000    130.321      3.000
R 2014/09/11    151.000    131.025      3.000
R 2014/09/12    152.000    131.753      2.000
R 2014/09/13    145.000    132.383      3.000
R 2014/09/14    139.000    132.901      2.000
R 2014/09/15    133.000    133.309      2.000
R 2014/09/16    133.000    133.667      3.000
R 2014/09/17    125.000    133.790      3.000
R 2014/09/18    120.000    133.716      2.000
R 2014/09/19    122.000    133.667      2.000
R 2014/09/20    119.000    133.259      2.000
R 2014/09/21    124.000    132.704      2.000
R 2014/09/22    130.000    132.111      2.000
R 2014/09/23    138.000    131.494      3.000
R 2014/09/24    145.000    130.901      3.000
R 2014/09/25    158.000    130.370      4.000
R 2014/09/26    170.000    130.025      4.000
R 2014/09/27    181.000    129.778      4.000
R 2014/09/28    181.000    129.568      3.000
R 2014/09/29    175.000    129.543      3.000
R 2014/09/30    175.000    129.654      3.000
R 2014/10/01    155.000    129.778      3.000
R 2014/10/02    149.000    130.049      3.000
R 2014/10/03    137.000    130.395      2.000
R 2014/10/04    128.000    130.728      2.000
R 2014/10/05    128.000    131.173      2.000
R 2014/10/06    130.000    131.679      3.000
R 2014/10/07    125.000    132.123      3.000
R 2014/10/08    126.000    132.617      2.000
R 2014/10/09    119.000    133.012      2.000
R 2014/10/10    121.000    133.395      2.000
R 2014/10/11    112.000    133.630      3.000
R 2014/10/12    111.000    133.778      2.000
R 2014/10/13    113.000    133.889      2.000
R 2014/10/14    120.000    134.049      3.000
R 2014/10/15    126.000    134.160      3.000
R 2014/10/16    139.000    134.383      3.000
R 2014/10/17    146.000    134.556      2.000
R 2014/10/18    160.000    134.778      2.000
R 2014/10/19    173.000    135.037      3.000
R 2014/10/20    185.000    135.395      3.000
R 2014/10/21    199.000    135.778      3.000
R 2014/10/22    216.000    136.519      4.000
R 2014/10/23    227.000    137.444      4.000
R 2014/10/24    218.000    138.420      3.000
R 2014/10/25    219.000    139.407      3.000
R 2014/10/26    217.000    140.395      3.000
R 2014/10/27    188.000    141.037      3.000
R 2014/10/28    167.000    141.580      3.000
R 2014/10/29    150.000    142.037      3.000
R 2014/10/30    140.000    142.432      2.000
R 2014/10/31    121.000    142.630      2.000
R 2014/11/01    120.000    142.827      2.000
R 2014/11/02    124.000    143.086      2.000
R 2014/11/03    125.000    143.358      2.000
R 2014/11/04    129.000    143.556      3.000
R 2014/11/05    135.000    143.840      3.000
R 2014/11/06    136.000    144.099      3.000
R 2014/11/07    146.000    144.531      3.000
R 2014/11/08    132.000    144.790      2.000
R 2014/11/09    132.000    144.963      2.000
R 2014/11/10    136.000    145.062      6.000
R 2014/11/11    142.000    145.259      5.000
R 2014/11/12    153.000    145.519      3.000
R 2014/11/13    154.000    145.679      3.000
R 2014/11/14    161.000    146.000      3.000
R 2014/11/15    161.000    146.407      3.000
R 2014/11/16    172.000    147.012      4.000
R 2014/11/17    168.000    147.617      4.000
R 2014/11/18    167.000    148.198      4.000
R 2014/11/19    170.000    148.778      3.000
R 2014/11/20    168.000    149.309      3.000
R 2014/11/21    163.000    149.753      3.000
R 2014/11/22    167.000    150.136      4.000
R 2014/11/23    173.000    150.568      3.000
R 2014/11/24    172.000    150.889      3.000
R 2014/11/25    169.000    151.198      2.000
R 2014/11/26    171.000    151.370      2.000
R 2014/11/27    179.000    151.716      2.000
R 2014/11/28    181.000    151.926      2.000
R 2014/11/29    177.000    152.148      2.000
R 2014/11/30    177.000    152.358      2.000
R 2014/12/01    168.000    152.568      4.000
R 2014/12/02    168.000    152.765      4.000
R 2014/12/03    154.000    152.877      3.000
R 2014/12/04    158.000    153.111      3.000
R 2014/12/05    137.000    153.160      2.000
R 2014/12/06    129.000    153.111      2.000
R 2014/12/07    132.000    153.198      2.000
R 2014/12/08    133.000    153.358      5.000
R 2014/12/09    140.000    153.580      4.000
R 2014/12/10    150.000    153.963      3.000
R 2014/12/11    148.000    154.259      3.000
R 2014/12/12    154.000    154.556      4.000
R 2014/12/13    160.000    154.827      4.000
R 2014/12/14    166.000    155.086      3.000
R 2014/12/15    169.000    155.222      3.000
R 2014/12/16    185.000    155.407      3.000
R 2014/12/17    192.000    155.543      3.000
R 2014/12/18    213.000    155.938      4.000
R 2014/12/19    216.000    156.444      3.000
R 2014/12/20    203.000    156.790      3.000
R 2014/12/21    206.000    157.420      2.000
R 2014/12/22    179.000    157.790      5.000
R 2014/12/23    166.000    158.148      3.000
R 2014/12/24    151.000    158.432      3.000
R 2014/12/25    145.000    158.642      2.000
R 2014/12/26    137.000    158.728      2.000
R 2014/12/27    134.000    158.840      3.000
R 2014/12/28    133.000    158.926      3.000
R 2014/12/29    132.000    159.086      3.000
R 2014/12/30    130.000    159.198      3.000
R 2014/12/31    130.000    159.420      3.000
R 2015/01/01    138.000    159.753      3.000
R 2015/01/02    146.000    160.160      4.000
R 2015/01/03    149.000    160.519      5.000
R 2015/01/04    150.000    160.815      4.000
R 2015/01/05    142.000    160.852      5.000
R 2015/01/06    142.000    160.802      3.000
R 2015/01/07    147.000    160.642      3.000
R 2015/01/08    157.000    160.444      4.000
R 2015/01/09    151.000    160.025      3.000
R 2015/01/10    152.000    159.444      3.000
R 2015/01/11    154.000    158.679      3.000
R 2015/01/12    159.000    157.840      3.000
R 2015/01/13    146.000    156.951      3.000
R 2015/01/14    142.000    156.000      2.000
R 2015/01/15    131.000    154.938      2.000
R 2015/01/16    125.000    154.160      2.000
