#type Date UTC      F_10_7       F81      KP
#type=R - Real Data;  type=F - Forec
R 2012/06/03    129.000    115.136      3.000
R 2012/06/04    128.000    115.346      5.000
R 2012/06/05    139.000    115.840      5.000
R 2012/06/06    140.000    116.309      4.000
R 2012/06/07    128.000    116.630      3.000
R 2012/06/08    124.000    116.901      3.000
R 2012/06/09    128.000    117.247      2.000
R 2012/06/10    128.000    117.593      2.000
R 2012/06/11    134.000    117.988      3.000
R 2012/06/12    141.000    118.432      3.000
R 2012/06/13    143.000    118.926      3.000
R 2012/06/14    149.000    119.519      2.000
R 2012/06/15    145.000    120.049      2.000
R 2012/06/16    135.000    120.407      2.000
R 2012/06/17    124.000    120.617      2.000
R 2012/06/18    118.000    120.691      5.000
R 2012/06/19    110.000    120.679      3.000
R 2012/06/20    104.000    120.593      2.000
R 2012/06/21     98.000    120.481      2.000
R 2012/06/22     88.000    120.259      2.000
R 2012/06/23     84.000    120.012      2.000
R 2012/06/24     85.000    119.802      2.000
R 2012/06/25     89.000    119.654      2.000
R 2012/06/26     99.000    119.679      2.000
R 2012/06/27    106.000    119.765      2.000
R 2012/06/28    120.000    120.099      2.000
R 2012/06/29    117.000    120.370      3.000
R 2012/06/30    117.000    120.667      5.000
R 2012/07/01    133.000    121.160      4.000
R 2012/07/02    166.000    122.037      4.000
R 2012/07/03    146.000    122.630      4.000
R 2012/07/04    163.000    123.432      3.000
R 2012/07/05    165.000    124.210      2.000
R 2012/07/06    158.000    124.827      2.000
R 2012/07/07    158.000    125.370      2.000
R 2012/07/08    178.000    126.062      3.000
R 2012/07/09    174.000    126.506      3.000
R 2012/07/10    173.000    126.889      2.000
R 2012/07/11    162.000    127.049      2.000
R 2012/07/12    165.000    127.259      2.000
R 2012/07/13    147.000    127.321      2.000
R 2012/07/14    148.000    127.494      2.000
R 2012/07/15    141.000    127.667      2.000
R 2012/07/16    138.000    127.901      6.000
R 2012/07/17    128.000    128.025      3.000
R 2012/07/18    110.000    127.889      2.000
R 2012/07/19    100.000    127.691      2.000
R 2012/07/20     92.000    127.420      2.000
R 2012/07/21     90.000    127.173      2.000
R 2012/07/22     94.000    126.901      3.000
R 2012/07/23     97.000    126.691      3.000
R 2012/07/24    102.000    126.543      3.000
R 2012/07/25    105.000    126.407      3.000
R 2012/07/26    115.000    126.383      2.000
R 2012/07/27    123.000    126.395      2.000
R 2012/07/28    127.000    126.444      4.000
R 2012/07/29    131.000    126.494      4.000
R 2012/07/30    136.000    126.556      3.000
R 2012/07/31    140.000    126.605      3.000
R 2012/08/01    150.000    126.852      2.000
R 2012/08/02    135.000    126.901      3.000
R 2012/08/03    140.000    127.025      3.000
R 2012/08/04    139.000    127.148      2.000
R 2012/08/05    134.000    127.185      2.000
R 2012/08/06    134.000    127.160      2.000
R 2012/08/07    129.000    127.123      2.000
R 2012/08/08    133.000    127.148      3.000
R 2012/08/09    131.000    127.148      3.000
R 2012/08/10    125.000    127.148      2.000
R 2012/08/11    120.000    127.136      2.000
R 2012/08/12    112.000    127.074      2.000
R 2012/08/13    108.000    126.975      3.000
R 2012/08/14    106.000    126.840      3.000
R 2012/08/15    101.000    126.728      2.000
R 2012/08/16     98.000    126.568      2.000
R 2012/08/17     95.000    126.383      2.000
R 2012/08/18     97.000    126.272      2.000
R 2012/08/19     96.000    126.086      4.000
R 2012/08/20     96.000    125.827      4.000
R 2012/08/21     94.000    125.395      3.000
R 2012/08/22     95.000    124.975      3.000
R 2012/08/23     97.000    124.580      2.000
R 2012/08/24    104.000    124.284      2.000
R 2012/08/25    106.000    123.877      3.000
R 2012/08/26    113.000    123.543      3.000
R 2012/08/27    112.000    123.346      3.000
R 2012/08/28    111.000    123.185      3.000
R 2012/08/29    118.000    123.062      3.000
R 2012/08/30    128.000    123.062      2.000
R 2012/08/31    131.000    123.025      2.000
R 2012/09/01    146.000    123.086      2.000
R 2012/09/02    142.000    123.074      2.000
R 2012/09/03    142.000    122.988      6.000
R 2012/09/04    138.000    122.901      5.000
R 2012/09/05    133.000    122.877      4.000
R 2012/09/06    128.000    122.926      3.000
R 2012/09/07    133.000    123.111      3.000
R 2012/09/08    129.000    123.346      2.000
R 2012/09/09    123.000    123.580      2.000
R 2012/09/10    111.000    123.741      2.000
R 2012/09/11    105.000    123.951      2.000
R 2012/09/12    103.000    124.185      2.000
R 2012/09/13     99.000    124.358      2.000
R 2012/09/14    101.000    124.506      2.000
R 2012/09/15     98.000    124.494      3.000
R 2012/09/16     97.000    124.383      3.000
R 2012/09/17    102.000    124.160      2.000
R 2012/09/18    104.000    124.000      2.000
R 2012/09/19    110.000    123.914      2.000
R 2012/09/20    117.000    123.716      3.000
R 2012/09/21    117.000    123.111      3.000
R 2012/09/22    125.000    122.852      3.000
R 2012/09/23    134.000    122.494      3.000
R 2012/09/24    137.000    122.148      2.000
R 2012/09/25    140.000    121.926      2.000
R 2012/09/26    139.000    121.691      2.000
R 2012/09/27    133.000    121.136      2.000
R 2012/09/28    138.000    120.691      2.000
R 2012/09/29    136.000    120.235      2.000
R 2012/09/30    136.000    119.914      2.000
R 2012/10/01    128.000    119.457      7.000
R 2012/10/02    118.000    119.099      3.000
R 2012/10/03    113.000    118.667      2.000
R 2012/10/04    110.000    118.284      2.000
R 2012/10/05    106.000    117.889      2.000
R 2012/10/06     99.000    117.531      2.000
R 2012/10/07     98.000    117.383      2.000
R 2012/10/08    103.000    117.420      5.000
R 2012/10/09    106.000    117.593      5.000
R 2012/10/10    112.000    117.864      3.000
R 2012/10/11    117.000    118.148      3.000
R 2012/10/12    122.000    118.457      2.000
R 2012/10/13    125.000    118.741      2.000
R 2012/10/14    132.000    119.074      2.000
R 2012/10/15    137.000    119.346      3.000
R 2012/10/16    137.000    119.519      3.000
R 2012/10/17    135.000    119.617      3.000
R 2012/10/18    138.000    119.704      3.000
R 2012/10/19    141.000    119.765      3.000
R 2012/10/20    151.000    119.901      2.000
R 2012/10/21    144.000    119.827      2.000
R 2012/10/22    156.000    120.086      3.000
R 2012/10/23    142.000    120.111      3.000
R 2012/10/24    136.000    120.074      2.000
R 2012/10/25    130.000    120.025      2.000
R 2012/10/26    131.000    119.988      2.000
R 2012/10/27    122.000    119.901      2.000
R 2012/10/28    117.000    119.704      2.000
R 2012/10/29    108.000    119.420      2.000
R 2012/10/30    106.000    119.185      2.000
R 2012/10/31    104.000    118.988      3.000
R 2012/11/01     98.000    118.815      5.000
R 2012/11/02     97.000    118.679      4.000
R 2012/11/03     93.000    118.519      3.000
R 2012/11/04     95.000    118.444      2.000
R 2012/11/05     97.000    118.432      2.000
R 2012/11/06     99.000    118.481      2.000
R 2012/11/07    102.000    118.543      2.000
R 2012/11/08    104.000    118.642      3.000
R 2012/11/09    115.000    118.877      3.000
R 2012/11/10    122.000    119.222      3.000
R 2012/11/11    133.000    119.691      3.000
R 2012/11/12    144.000    120.272      5.000
R 2012/11/13    146.000    120.790      5.000
R 2012/11/14    142.000    121.235      3.000
R 2012/11/15    141.000    121.580      2.000
R 2012/11/16    138.000    121.901      2.000
R 2012/11/17    135.000    122.198      2.000
R 2012/11/18    141.000    122.481      2.000
R 2012/11/19    134.000    122.556      2.000
R 2012/11/20    141.000    122.679      2.000
R 2012/11/21    140.000    122.605      2.000
R 2012/11/22    128.000    122.432      2.000
R 2012/11/23    126.000    122.235      2.000
R 2012/11/24    118.000    121.988      2.000
R 2012/11/25    121.000    121.840      2.000
R 2012/11/26    122.000    121.765      3.000
R 2012/11/27    117.000    121.568      3.000
R 2012/11/28    114.000    121.383      3.000
R 2012/11/29    113.000    121.259      3.000
R 2012/11/30    111.000    121.259      3.000
R 2012/12/01    102.000    121.222      3.000
R 2012/12/02     98.000    121.160      2.000
R 2012/12/03     97.000    121.136      3.000
R 2012/12/04     96.000    121.074      2.000
R 2012/12/05     96.000    121.049      2.000
R 2012/12/06     97.000    121.049      2.000
R 2012/12/07     97.000    120.988      2.000
R 2012/12/08    101.000    120.951      2.000
R 2012/12/09    104.000    120.877      2.000
R 2012/12/10    104.000    120.716      2.000
R 2012/12/11    104.000    120.556      2.000
R 2012/12/12    112.000    120.395      2.000
R 2012/12/13    117.000    120.185      2.000
R 2012/12/14    119.000    119.963      2.000
R 2012/12/15    122.000    119.741      2.000
R 2012/12/16    120.000    119.506      3.000
R 2012/12/17    115.000    119.284      4.000
R 2012/12/18    116.000    119.012      3.000
R 2012/12/19    113.000    118.728      2.000
R 2012/12/20    114.000    118.457      2.000
R 2012/12/21    115.000    118.296      2.000
R 2012/12/22    115.000    118.259      2.000
R 2012/12/23    114.000    118.272      2.000
R 2012/12/24    113.000    118.309      2.000
R 2012/12/25    113.000    118.395      2.000
R 2012/12/26    110.000    118.531      2.000
R 2012/12/27    107.000    118.642      2.000
R 2012/12/28    106.000    118.679      2.000
R 2012/12/29    104.000    118.654      3.000
R 2012/12/30    107.000    118.593      3.000
R 2012/12/31    107.000    118.469      2.000
R 2013/01/01    118.000    118.420      3.000
R 2013/01/02    119.000    118.346      3.000
R 2013/01/03    129.000    118.309      2.000
R 2013/01/04    143.000    118.383      2.000
R 2013/01/05    145.000    118.481      2.000
R 2013/01/06    142.000    118.568      2.000
R 2013/01/07    150.000    118.716      3.000
R 2013/01/08    156.000    118.901      3.000
R 2013/01/09    169.000    119.123      2.000
R 2013/01/10    174.000    119.494      2.000
R 2013/01/11    172.000    119.691      2.000
R 2013/01/12    169.000    120.025      2.000
R 2013/01/13    156.000    120.272      3.000
R 2013/01/14    154.000    120.568      4.000
R 2013/01/15    140.000    120.679      2.000
R 2013/01/16    137.000    120.864      2.000
R 2013/01/17    123.000    120.938      3.000
R 2013/01/18    115.000    121.025      4.000
R 2013/01/19    107.000    121.037      2.000
R 2013/01/20    107.000    121.074      2.000
R 2013/01/21    108.000    121.198      2.000
R 2013/01/22    110.000    121.358      2.000
R 2013/01/23    105.000    121.506      3.000
R 2013/01/24    103.000    121.605      2.000
R 2013/01/25    101.000    121.654      2.000
R 2013/01/26     99.000    121.654      2.000
R 2013/01/27     98.000    121.605      2.000
R 2013/01/28     98.000    121.531      3.000
R 2013/01/29     95.000    121.284      2.000
R 2013/01/30     97.000    120.975      2.000
R 2013/01/31    103.000    120.605      2.000
R 2013/02/01    104.000    120.111      2.000
R 2013/02/02    112.000    119.691      2.000
R 2013/02/03    111.000    119.309      2.000
R 2013/02/04    107.000    118.889      2.000
R 2013/02/05    105.000    118.481      2.000
R 2013/02/06    104.000    118.099      2.000
R 2013/02/07    103.000    117.630      2.000
R 2013/02/08    104.000    117.259      2.000
R 2013/02/09    108.000    116.852      3.000
R 2013/02/10    106.000    116.432      3.000
R 2013/02/11    105.000    116.148      3.000
R 2013/02/12    102.000    115.852      3.000
R 2013/02/13    100.000    115.630      3.000
R 2013/02/14    100.000    115.370      3.000
R 2013/02/15    100.000    115.099      3.000
R 2013/02/16    103.000    114.926      3.000
R 2013/02/17    106.000    114.827      2.000
R 2013/02/18    105.000    114.728      2.000
R 2013/02/19    112.000    114.741      2.000
R 2013/02/20    114.000    114.889      2.000
R 2013/02/21    109.000    115.025      2.000
R 2013/02/22    107.000    115.148      3.000
R 2013/02/23    100.000    115.198      3.000
R 2013/02/24     95.000    115.185      2.000
R 2013/02/25     95.000    115.160      2.000
R 2013/02/26     99.000    115.185      2.000
R 2013/02/27    102.000    115.198      2.000
R 2013/02/28    106.000    115.222      2.000
R 2013/03/01    113.000    115.333      3.000
R 2013/03/02    111.000    115.420      3.000
R 2013/03/03    112.000    115.420      2.000
R 2013/03/04    114.000    115.383      3.000
R 2013/03/05    118.000    115.370      3.000
R 2013/03/06    114.000    115.272      3.000
R 2013/03/07    114.000    115.198      3.000
R 2013/03/08    115.000    115.198      3.000
R 2013/03/09    116.000    115.198      2.000
R 2013/03/10    119.000    115.272      2.000
R 2013/03/11    120.000    115.346      2.000
R 2013/03/12    123.000    115.444      2.000
R 2013/03/13    123.000    115.543      2.000
R 2013/03/14    123.000    115.654      2.000
R 2013/03/15    123.000    115.778      2.000
R 2013/03/16    126.000    115.938      2.000
R 2013/03/17    126.000    116.136      2.000
R 2013/03/18    118.000    116.272      5.000
R 2013/03/19    110.000    116.321      3.000
R 2013/03/20    108.000    116.370      2.000
R 2013/03/21    106.000    116.358      3.000
R 2013/03/22    101.000    116.284      2.000
R 2013/03/23     98.000    116.037      2.000
R 2013/03/24     96.000    115.753      2.000
R 2013/03/25     93.000    115.309      2.000
R 2013/03/26     92.000    114.679      2.000
R 2013/03/27     93.000    114.037      3.000
R 2013/03/28     99.000    113.506      4.000
R 2013/03/29    105.000    112.951      4.000
R 2013/03/30    108.000    112.358      3.000
R 2013/03/31    108.000    111.605      2.000
R 2013/04/01    119.000    110.926      2.000
R 2013/04/02    122.000    110.309      2.000
R 2013/04/03    127.000    109.790      3.000
R 2013/04/04    129.000    109.457      3.000
R 2013/04/05    134.000    109.210      3.000
R 2013/04/06    137.000    109.173      3.000
R 2013/04/07    138.000    109.185      3.000
R 2013/04/08    139.000    109.383      3.000
R 2013/04/09    147.000    109.778      3.000
R 2013/04/10    148.000    110.284      2.000
R 2013/04/11    137.000    110.654      2.000
R 2013/04/12    138.000    111.025      2.000
R 2013/04/13    125.000    111.210      2.000
R 2013/04/14    117.000    111.358      2.000
R 2013/04/15    113.000    111.481      3.000
R 2013/04/16    113.000    111.630      2.000
R 2013/04/17    108.000    111.741      2.000
R 2013/04/18    105.000    111.827      2.000
R 2013/04/19     99.000    111.840      2.000
R 2013/04/20    105.000    111.963      2.000
R 2013/04/21    109.000    112.111      2.000
R 2013/04/22    113.000    112.235      3.000
R 2013/04/23    118.000    112.407      4.000
R 2013/04/24    115.000    112.444      4.000
R 2013/04/25    119.000    112.543      4.000
R 2013/04/26    122.000    112.728      4.000
R 2013/04/27    127.000    113.000      2.000
R 2013/04/28    132.000    113.346      2.000
R 2013/04/29    142.000    113.827      2.000
R 2013/04/30    154.000    114.444      2.000
R 2013/05/01    159.000    115.074      2.000
R 2013/05/02    149.000    115.605      2.000
R 2013/05/03    148.000    116.136      2.000
R 2013/05/04    142.000    116.630      2.000
R 2013/05/05    137.000    117.086      2.000
R 2013/05/06    131.000    117.469      3.000
R 2013/05/07    129.000    117.827      3.000
R 2013/05/08    127.000    118.123      2.000
R 2013/05/09    128.000    118.395      2.000
R 2013/05/10    125.000    118.642      2.000
R 2013/05/11    137.000    118.951      2.000
R 2013/05/12    147.000    119.358      2.000
R 2013/05/13    150.000    119.864      3.000
R 2013/05/14    148.000    120.370      2.000
R 2013/05/15    146.000    120.938      3.000
R 2013/05/16    145.000    121.556      3.000
R 2013/05/17    136.000    122.062      2.000
R 2013/05/18    132.000    122.469      2.000
R 2013/05/19    135.000    122.877      2.000
R 2013/05/20    132.000    123.198      6.000
R 2013/05/21    125.000    123.346      3.000
R 2013/05/22    133.000    123.617      3.000
R 2013/05/23    135.000    123.901      3.000
R 2013/05/24    127.000    124.062      3.000
R 2013/05/25    121.000    124.099      2.000
R 2013/05/26    120.000    124.173      2.000
R 2013/05/27    110.000    124.123      3.000
R 2013/05/28    105.000    124.000      3.000
R 2013/05/29    107.000    123.889      2.000
R 2013/05/30    104.000    123.704      2.000
R 2013/05/31    102.000    123.481      3.000
R 2013/06/01    106.000    123.272      4.000
R 2013/06/02    111.000    123.123      3.000
R 2013/06/03    112.000    122.988      3.000
R 2013/06/04    110.000    122.827      3.000
R 2013/06/05    109.000    122.617      2.000
R 2013/06/06    109.000    122.407      3.000
R 2013/06/07    110.000    122.309      3.000
R 2013/06/08    103.000    122.222      3.000
R 2013/06/09     96.000    122.074      2.000
R 2013/06/10     93.000    121.914      3.000
R 2013/06/11     90.000    121.778      2.000
R 2013/06/12     93.000    121.716      2.000
R 2013/06/13     99.000    121.753      2.000
R 2013/06/14    109.000    121.951      2.000
R 2013/06/15    111.000    122.185      2.000
R 2013/06/16    116.000    122.469      2.000
R 2013/06/17    124.000    122.778      3.000
R 2013/06/18    125.000    123.025      3.000
R 2013/06/19    123.000    123.210      2.000
R 2013/06/20    126.000    123.432      2.000
R 2013/06/21    133.000    123.605      3.000
R 2013/06/22    130.000    123.704      4.000
R 2013/06/23    128.000    123.716      4.000
R 2013/06/24    121.000    123.617      4.000
R 2013/06/25    109.000    123.309      3.000
R 2013/06/26    107.000    122.938      3.000
R 2013/06/27    100.000    122.469      4.000
R 2013/06/28    101.000    122.000      4.000
R 2013/06/29    100.000    121.420      3.000
R 2013/06/30    100.000    120.827      2.000
R 2013/07/01    108.000    120.469      3.000
R 2013/07/02    114.000    120.173      2.000
R 2013/07/03    125.000    120.173      3.000
R 2013/07/04    138.000    120.432      3.000
R 2013/07/05    141.000    120.778      2.000
R 2013/07/06    134.000    121.037      2.000
R 2013/07/07    126.000    121.259      2.000
R 2013/07/08    119.000    121.432      3.000
R 2013/07/09    120.000    121.691      3.000
R 2013/07/10    118.000    121.852      4.000
R 2013/07/11    113.000    121.901      3.000
R 2013/07/12    118.000    121.963      2.000
R 2013/07/13    114.000    121.914      2.000
R 2013/07/14    113.000    121.889      2.000
R 2013/07/15    114.000    121.827      3.000
R 2013/07/16    114.000    121.728      3.000
R 2013/07/17    111.000    121.531      3.000
R 2013/07/18    115.000    121.321      4.000
R 2013/07/19    114.000    120.975      4.000
R 2013/07/20    113.000    120.469      4.000
R 2013/07/21    109.000    119.852      4.000
R 2013/07/22    110.000    119.370      2.000
R 2013/07/23    107.000    118.864      2.000
R 2013/07/24    108.000    118.444      2.000
R 2013/07/25    107.000    118.074      2.000
R 2013/07/26    110.000    117.815      3.000
R 2013/07/27    108.000    117.556      3.000
R 2013/07/28    109.000    117.333      3.000
R 2013/07/29    112.000    117.136      2.000
R 2013/07/30    113.000    116.988      2.000
R 2013/07/31    109.000    116.642      2.000
R 2013/08/01    112.000    116.210      2.000
R 2013/08/02    113.000    115.753      3.000
R 2013/08/03    107.000    115.247      3.000
R 2013/08/04    105.000    114.741      3.000
R 2013/08/05    104.000    114.235      4.000
R 2013/08/06    104.000    113.840      3.000
R 2013/08/07    106.000    113.519      2.000
R 2013/08/08    104.000    113.136      3.000
R 2013/08/09    104.000    112.790      2.000
R 2013/08/10    103.000    112.519      2.000
R 2013/08/11    110.000    112.235      2.000
R 2013/08/12    114.000    111.975      3.000
R 2013/08/13    122.000    111.914      2.000
R 2013/08/14    125.000    111.963      2.000
R 2013/08/15    123.000    112.000      3.000
R 2013/08/16    120.000    112.123      3.000
R 2013/08/17    125.000    112.370      3.000
R 2013/08/18    126.000    112.605      3.000
R 2013/08/19    128.000    112.901      2.000
R 2013/08/20    132.000    113.272      4.000
R 2013/08/21    130.000    113.568      4.000
R 2013/08/22    132.000    113.827      4.000
R 2013/08/23    124.000    113.975      3.000
R 2013/08/24    117.000    114.062      2.000
R 2013/08/25    113.000    114.111      2.000
R 2013/08/26    111.000    114.136      3.000
R 2013/08/27    110.000    114.136      3.000
R 2013/08/28    108.000    114.198      2.000
R 2013/08/29    109.000    114.358      2.000
R 2013/08/30    108.000    114.543      2.000
R 2013/08/31    108.000    114.765      4.000
R 2013/09/01    104.000    114.901      4.000
R 2013/09/02    106.000    114.988      4.000
R 2013/09/03    106.000    114.951      2.000
R 2013/09/04    109.000    114.926      3.000
R 2013/09/05    110.000    114.852      2.000
R 2013/09/06    101.000    114.568      2.000
R 2013/09/07     99.000    114.247      2.000
R 2013/09/08     96.000    113.914      2.000
R 2013/09/09     94.000    113.519      4.000
R 2013/09/10     95.000    113.049      3.000
R 2013/09/11     93.000    112.593      3.000
R 2013/09/12     93.000    112.160      4.000
R 2013/09/13     92.000    111.802      3.000
R 2013/09/14     93.000    111.605      3.000
R 2013/09/15     93.000    111.432      2.000
R 2013/09/16     95.000    111.370      4.000
R 2013/09/17     99.000    111.346      3.000
R 2013/09/18    104.000    111.395      3.000
R 2013/09/19    108.000    111.494      2.000
R 2013/09/20    109.000    111.506      2.000
R 2013/09/21    110.000    111.457      2.000
R 2013/09/22    111.000    111.284      3.000
R 2013/09/23    108.000    110.914      3.000
R 2013/09/24    110.000    110.531      3.000
R 2013/09/25    111.000    110.247      2.000
R 2013/09/26    110.000    110.049      2.000
R 2013/09/27    108.000    109.914      2.000
R 2013/09/28    106.000    109.741      3.000
R 2013/09/29    103.000    109.556      3.000
R 2013/09/30    103.000    109.432      4.000
R 2013/10/01    107.000    109.296      3.000
R 2013/10/02    108.000    109.222      3.000
R 2013/10/03    114.000    109.235      2.000
R 2013/10/04    109.000    109.173      2.000
R 2013/10/05    106.000    109.074      2.000
R 2013/10/06    107.000    109.025      2.000
R 2013/10/07    112.000    108.988      2.000
R 2013/10/08    112.000    108.963      2.000
R 2013/10/09    113.000    108.963      3.000
R 2013/10/10    121.000    109.111      4.000
R 2013/10/11    129.000    109.346      4.000
R 2013/10/12    128.000    109.605      3.000
R 2013/10/13    129.000    109.864      3.000
R 2013/10/14    125.000    110.086      2.000
R 2013/10/15    125.000    110.272      4.000
R 2013/10/16    128.000    110.519      3.000
R 2013/10/17    136.000    110.852      4.000
R 2013/10/18    140.000    111.198      2.000
R 2013/10/19    133.000    111.444      2.000
R 2013/10/20    133.000    111.741      2.000
R 2013/10/21    136.000    112.037      3.000
R 2013/10/22    146.000    112.444      3.000
R 2013/10/23    153.000    113.012      2.000
R 2013/10/24    161.000    113.704      2.000
R 2013/10/25    161.000    114.407      2.000
R 2013/10/26    165.000    115.160      2.000
R 2013/10/27    167.000    115.914      2.000
R 2013/10/28    160.000    116.605      5.000
R 2013/10/29    153.000    117.210      4.000
R 2013/10/30    142.000    117.691      3.000
R 2013/10/31    143.000    118.099      3.000
R 2013/11/01    145.000    118.481      2.000
R 2013/11/02    142.000    118.728      2.000
R 2013/11/03    144.000    118.963      2.000
R 2013/11/04    147.000    119.259      2.000
R 2013/11/05    149.000    119.617      2.000
R 2013/11/06    154.000    119.975      3.000
R 2013/11/07    148.000    120.247      3.000
R 2013/11/08    146.000    120.469      2.000
R 2013/11/09    148.000    120.667      2.000
R 2013/11/10    154.000    120.963      3.000
R 2013/11/11    164.000    121.358      4.000
R 2013/11/12    168.000    121.901      2.000
R 2013/11/13    171.000    122.568      3.000
R 2013/11/14    176.000    123.346      2.000
R 2013/11/15    178.000    124.173      3.000
R 2013/11/16    175.000    124.975      3.000
R 2013/11/17    177.000    125.827      2.000
R 2013/11/18    163.000    126.494      3.000
R 2013/11/19    153.000    127.049      2.000
R 2013/11/20    147.000    127.531      2.000
R 2013/11/21    141.000    127.988      2.000
R 2013/11/22    143.000    128.444      2.000
R 2013/11/23    136.000    128.815      2.000
R 2013/11/24    127.000    129.037      2.000
R 2013/11/25    119.000    129.148      3.000
R 2013/11/26    116.000    129.333      3.000
R 2013/11/27    129.000    129.704      3.000
R 2013/11/28    133.000    130.160      2.000
R 2013/11/29    129.000    130.593      2.000
R 2013/11/30    131.000    131.037      2.000
R 2013/12/01    131.000    131.506      2.000
R 2013/12/02    134.000    132.012      4.000
R 2013/12/03    136.000    132.556      3.000
R 2013/12/04    138.000    133.111      2.000
R 2013/12/05    150.000    133.815      2.000
R 2013/12/06    151.000    134.506      3.000
R 2013/12/07    157.000    135.222      4.000
R 2013/12/08    166.000    135.988      4.000
R 2013/12/09    168.000    136.728      4.000
R 2013/12/10    175.000    137.543      4.000
R 2013/12/11    171.000    138.296      3.000
R 2013/12/12    165.000    138.963      2.000
R 2013/12/13    163.000    139.642      2.000
R 2013/12/14    164.000    140.309      2.000
R 2013/12/15    156.000    140.864      2.000
R 2013/12/16    154.000    141.407      2.000
R 2013/12/17    159.000    142.037      2.000
R 2013/12/18    156.000    142.654      2.000
R 2013/12/19    153.000    143.272      2.000
R 2013/12/20    149.000    143.840      2.000
R 2013/12/21    144.000    144.296      2.000
R 2013/12/22    138.000    144.667      2.000
R 2013/12/23    136.000    144.938      2.000
R 2013/12/24    128.000    145.173      2.000
R 2013/12/25    123.000    145.383      4.000
R 2013/12/26    125.000    145.605      3.000
R 2013/12/27    131.000    145.840      2.000
R 2013/12/28    135.000    146.123      2.000
R 2013/12/29    137.000    146.420      2.000
R 2013/12/30    143.000    146.691      2.000
R 2013/12/31    143.000    146.864      2.000
R 2014/01/01    160.000    147.259      3.000
R 2014/01/02    161.000    147.654      4.000
R 2014/01/03    182.000    148.358      3.000
R 2014/01/04    215.000    149.469      3.000
R 2014/01/05    218.000    150.580      2.000
R 2014/01/06    204.000    151.420      2.000
R 2014/01/07    237.000    152.617      5.000
R 2014/01/08    195.000    153.383      4.000
R 2014/01/09    184.000    154.012      2.000
R 2014/01/10    175.000    154.494      3.000
R 2014/01/11    166.000    154.741      3.000
R 2014/01/12    155.000    154.765      2.000
R 2014/01/13    143.000    154.543      4.000
R 2014/01/14    137.000    154.247      2.000
R 2014/01/15    126.000    153.765      2.000
R 2014/01/16    121.000    153.198      2.000
R 2014/01/17    129.000    152.815      2.000
R 2014/01/18    130.000    152.531      2.000
R 2014/01/19    128.000    152.358      2.000
R 2014/01/20    137.000    152.284      2.000
R 2014/01/21    146.000    152.296      3.000
R 2014/01/22    143.000    152.309      2.000
R 2014/01/23    136.000    152.210      2.000
R 2014/01/24    136.000    152.074      2.000
R 2014/01/25    133.000    151.877      2.000
R 2014/01/26    138.000    151.679      2.000
R 2014/01/27    144.000    151.630      3.000
R 2014/01/28    157.000    151.765      4.000
R 2014/01/29    156.000    151.864      2.000
R 2014/01/30    161.000    151.951      2.000
R 2014/01/31    166.000    151.975      2.000
R 2014/02/01    177.000    152.086      2.000
R 2014/02/02    190.000    152.321      2.000
R 2014/02/03    188.000    152.469      3.000
R 2014/02/04    188.000    152.593      3.000
R 2014/02/05    194.000    152.827      2.000
R 2014/02/06    191.000    153.000      2.000
R 2014/02/07    178.000    153.185      2.000
R 2014/02/08    172.000    153.420      3.000
R 2014/02/09    169.000    153.691      3.000
R 2014/02/10    161.000    153.938      3.000
R 2014/02/11    172.000    154.296      3.000
R 2014/02/12    160.000    154.593      2.000
R 2014/02/13    167.000    155.086      2.000
R 2014/02/14    167.000    155.679      2.000
R 2014/02/15    162.000    156.247      2.000
R 2014/02/16    154.000    156.556      2.000
R 2014/02/17    152.000    156.790      3.000
R 2014/02/18    151.000    157.062      2.000
R 2014/02/19    158.000    157.395      2.000
R 2014/02/20    156.000    157.704      3.000
R 2014/02/21    157.000    157.988      3.000
R 2014/02/22    163.000    158.321      2.000
R 2014/02/23    172.000    158.741      2.000
R 2014/02/24    171.000    159.000      3.000
R 2014/02/25    174.000    159.284      3.000
R 2014/02/26    178.000    159.543      2.000
R 2014/02/27    176.000    159.667      2.000
R 2014/02/28    171.000    159.704      3.000
R 2014/03/01    165.000    159.580      3.000
R 2014/03/02    161.000    159.457      2.000
R 2014/03/03    161.000    159.407      2.000
R 2014/03/04    158.000    159.346      2.000
R 2014/03/05    149.000    159.160      2.000
R 2014/03/06    149.000    159.074      2.000
R 2014/03/07    148.000    159.000      2.000
R 2014/03/08    142.000    158.790      2.000
R 2014/03/09    146.000    158.667      3.000
R 2014/03/10    152.000    158.654      3.000
R 2014/03/11    165.000    158.852      4.000
R 2014/03/12    148.000    158.901      3.000
R 2014/03/13    148.000    159.025      3.000
R 2014/03/14    144.000    159.123      2.000
R 2014/03/15    139.000    159.259      2.000
R 2014/03/16    136.000    159.420      2.000
R 2014/03/17    136.000    159.556      3.000
R 2014/03/18    138.000    159.642      3.000
R 2014/03/19    149.000    159.815      2.000
R 2014/03/20    151.000    159.988      2.000
R 2014/03/21    153.000    160.111      2.000
R 2014/03/22    155.000    160.259      2.000
R 2014/03/23    157.000    160.222      2.000
R 2014/03/24    159.000    160.198      3.000
R 2014/03/25    153.000    159.840      3.000
R 2014/03/26    153.000    159.074      4.000
R 2014/03/27    145.000    158.173      2.000
R 2014/03/28    146.000    157.457      2.000
